Index,nu_width,c_1D,c_2D,c_3D
0,399.99999999999994,-4.4156036463269014e-08,-3.550608957777719e-06,2.405881354838552e-05
1,272.51682762318444,4.4225664252599336e-07,2.1116852396111983e-05,-0.0001416529863717759
2,185.66355334451114,-1.477803116645717e-06,-6.823925492932134e-05,0.0004574032929530772
3,126.49110640673516,3.9566997679762515e-06,0.00016419459343815663,-0.0010975036306566765
4,86.17738760127534,-7.744892188787031e-06,-0.0003310410789307736,0.0022150000369336362
5,58.71197070488278,1.5392080467450287e-05,0.0006032310717745082,-0.004026940062964874
6,40.00000000000001,-2.3979648999922602e-05,-0.0010227855683714465,0.006847173797655989
7,27.25168276231846,4.5200615101690374e-05,0.0016772414673523082,-0.011186453099491601
8,18.566355334451117,-5.8505326612818486e-05,-0.002645977060034344,0.017762695398935904
9,12.649110640673522,0.00012434562978222286,0.004182058574980001,-0.027840567969501177
10,8.617738760127537,-0.00011533287500800033,-0.00635608205676412,0.04296477120082675
11,5.87119707048828,0.00036614211377560923,0.010038800214620926,-0.06645083757868354
12,4.000000000000002,-0.00010680902961752749,-0.014694744467153208,0.10102896288121818
13,2.7251682762318463,0.0013008799103833694,0.024115330734028214,-0.15670229278313738
14,1.8566355334451126,0.000847455027316426,-0.03243109252577723,0.23372981892840436
15,1.2649110640673527,0.006174899529431698,0.061112324215891356,-0.37249305833302354
16,0.8617738760127541,0.01056825790415181,-0.05972731748178402,0.5205727744253789
17,0.5871197070488282,0.04201399481404779,0.19750350017861734,-0.9594214700328066
18,0.4000000000000003,0.10997865548761432,0.06008327246169006,0.8272827452509377
19,0.27251682762318474,0.3526272694444802,1.1924041475286313,-3.8988154351019384
20,0.18566355334451132,0.47334596553313774,-0.17971141765608933,6.238156007493442
21,0.12649110640673528,0.06342490129738833,-1.4478362299637022,-1.522603231851991
22,0.08617738760127544,-0.004659167294435211,0.10904225187629349,-1.9230623492281465
23,0.058711970704882835,0.0008200239765062306,-0.03226327056336053,0.37395207448048684
24,0.040000000000000036,-0.0001022790842644916,0.0053968343967616,-0.05643894683892632
