Index,nu_width,c_1S,c_2S,c_3S
0,399.99999999999994,0.0022899520744832473,-0.0015931013949382206,0.0014357691309989787
1,272.51682762318444,-0.008490357860671177,0.005909536491445162,-0.005388780992691658
2,185.66355334451114,0.019540720625494373,-0.013610787414903288,0.0125940993151804
3,126.49110640673516,-0.03183146918639519,0.022195002408046935,-0.021027498241955333
4,86.17738760127534,0.04530412877684159,-0.03163831779538153,0.03091575136089506
5,58.71197070488278,-0.05441255896143447,0.03808456676361994,-0.03913902895258678
6,40.00000000000001,0.06489327450432704,-0.04557334878683832,0.049744492686961884
7,27.25168276231846,-0.06660210430934543,0.04699635290429944,-0.05701565686933576
8,18.566355334451117,0.0764424013082389,-0.05433843367370411,0.07267943191707835
9,12.649110640673522,-0.06813177112423778,0.04891054297320926,-0.08130147838843081
10,8.617738760127537,0.08513625916072834,-0.0621449808207227,0.11363039693068014
11,5.87119707048828,-0.05802692789284067,0.0431552026390918,-0.126005393301686
12,4.000000000000002,0.09931258331826201,-0.07695266626952264,0.20275264299914172
13,2.7251682762318463,-0.027797171244515542,0.02167534844462738,-0.21435215722664736
14,1.8566355334451126,0.13457324948981694,-0.11985225295134255,0.4135631544409152
15,1.2649110640673527,0.045238575388341466,-0.05000193517558367,-0.36674830134661995
16,0.8617738760127541,0.2183511930051055,-0.2691227263953939,0.9831229371131057
17,0.5871197070488282,0.17935837166483212,-0.3001799498871197,-0.4428056762904517
18,0.4000000000000003,0.29342225060344945,-0.6591352116680811,2.7543629384034767
19,0.27251682762318474,0.12261540737464016,0.213384905484431,-4.410087407466149
20,0.18566355334451132,0.03556607003836191,1.3765545796242968,-3.086668294061796
21,0.12649110640673528,-0.010972800708393446,0.1304692060789838,5.172495492908462
22,0.08617738760127544,0.004821657517062835,-0.010870393714936515,-0.5568436812895173
23,0.058711970704882835,-0.0015163312707349493,0.0017529942784346062,0.13373224491625693
24,0.040000000000000036,0.0002481997551837347,-0.0001985382636993218,-0.018824521539022653
