Index,nu_width,c_1P,c_2P,c_3P
0,399.99999999999994,-3.6890012215334464e-06,-2.635136303815095e-06,2.492978733020215e-05
1,248.67562612667797,3.514329088998296e-06,3.311532547708215e-05,-0.0001565337626703543
2,154.59891757373833,-9.091245692179736e-06,-0.00010383185975311599,0.0004838658437673219
3,96.11245656539018,-1.3622435897605972e-05,0.00028268383248244744,-0.001177121393020086
4,59.752063287428875,-1.6904088752315166e-06,-0.0005398214953409614,0.0023506508562616693
5,37.147204375905666,-0.00011175399823440185,0.0011360940256723317,-0.0045264221117622995
6,23.094010767585036,-8.72597700104429e-06,-0.0017882823875413386,0.007814012159910018
7,14.357293968513634,-0.0005121831008652574,0.0036963905387483397,-0.014208566739169677
8,8.925772667762264,-0.00029067781900817224,-0.004986557892725682,0.022888508494498652
9,5.549055267050425,-0.0022734533609768967,0.011649144988765455,-0.04244841290533255
10,3.449786982363263,-0.0026387077279802986,-0.01208773848413849,0.06367586337446758
11,2.1446948446071192,-0.011154842615863445,0.03947012870905876,-0.13036709303499525
12,1.3333333333333344,-0.01954117134515697,-0.01781372955954725,0.16467731528983512
13,0.8289187537555942,-0.06515716972420721,0.1702705389820353,-0.469768103690533
14,0.515329725245795,-0.14812444732293137,0.13355471513469538,0.18375546372856008
15,0.3203748552179676,-0.4059976570486932,1.1503607997784582,-2.921242265749696
16,0.1991735442914298,-0.4003928209482949,-0.4506626360135218,5.699955435563116
17,0.12382401458635235,-0.011233260655314985,-1.3641911983500847,-1.8805808977778697
18,0.07698003589195021,-0.006075524359490701,0.29069067202291693,-1.8097048037356949
19,0.04785764656171216,0.004568223767638859,-0.1502794324788957,0.8041965215384737
20,0.029752575559207583,-0.002869904115467942,0.08230293099759474,-0.4193533841693712
21,0.018496850890168108,0.001605894618434285,-0.04295475492619685,0.2127416136884233
22,0.01149928994121089,-0.0007620133780254787,0.019566011257243714,-0.09504955736341407
23,0.007148982815357072,0.00027145737890688044,-0.006792590432420843,0.03254606409806847
24,0.004444444444444453,-5.352263380155383e-05,0.0013168781320536487,-0.0062477189593945735
