alpha_s,b,c,sigma,err_alpha_s,err_b,err_c,err_sigma
0.34779243006155824,0.2015220290230306,0.012214955327021151,3.0411120570514405,0.006252048362878743,0.005799685920069029,0.01722582632118513,0.15251901834663087
