Index,nu_width,c_1P,c_2P,c_3P
0,399.99999999999994,-3.994498242154155e-07,2.3416849794535093e-06,1.471679955503115e-05
1,248.67562612667797,-7.470133108061124e-08,-1.5423485751940588e-05,-8.343210022582904e-05
2,154.59891757373833,4.6521179525500723e-07,4.772234476339682e-05,0.000257002689780147
3,96.11245656539018,-5.822264327657692e-06,-0.00011731430534790989,-0.0006084914892257272
4,59.752063287428875,7.831805770004717e-06,0.00023295508602242298,0.0012271622371153586
5,37.147204375905666,-3.0109867206792653e-05,-0.0004519442660795016,-0.002306815491545333
6,23.094010767585036,2.5572200733308283e-05,0.0007711356895575518,0.004066920702420994
7,14.357293968513634,-0.00011496929802520113,-0.0014153878413877242,-0.007127939026654797
8,8.925772667762264,4.056568601904242e-05,0.002231990835413846,0.011959874093636462
9,5.549055267050425,-0.0004336693674898341,-0.004194685701669766,-0.020698906706254298
10,3.449786982363263,-0.00011232544382667678,0.006076860308621083,0.03383120000668977
11,2.1446948446071192,-0.0017919210188629177,-0.012557050704375428,-0.059649918539600916
12,1.3333333333333344,-0.001685856393885066,0.015483145649622462,0.09447127488036275
13,0.8289187537555942,-0.008580066646324493,-0.04034927504044586,-0.17696615859125855
14,0.515329725245795,-0.01403042032945174,0.03117415544226224,0.25784393001152806
15,0.3203748552179676,-0.051392662880289985,-0.1624948697387869,-0.592265884314783
16,0.1991735442914298,-0.11977563492465036,-0.06643435923380203,0.5199931128560427
17,0.12382401458635235,-0.3747838677673464,-1.1541103545051705,-3.425118422670851
18,0.07698003589195021,-0.4582002813392368,0.15616190414947284,5.567495215233887
19,0.04785764656171216,-0.034201977883537196,1.5480491618486836,-1.1096303193716286
20,0.029752575559207583,-0.00026027134155040034,-0.261808997368428,-2.306540782229266
21,0.018496850890168108,0.0013393286229453876,0.11926854885662296,0.8684049408031392
22,0.01149928994121089,-0.0008162155366624834,-0.05147818992695733,-0.353239106975248
23,0.007148982815357072,0.0003192253621805124,0.017420875962690343,0.11572578655208822
24,0.004444444444444453,-6.579608603526574e-05,-0.0033297018469306315,-0.021661854746741056
