alpha_s,b,c,sigma,err_alpha_s,err_b,err_c,err_sigma
0.5089382562031393,0.15351669302272425,-0.08692662245988292,1.2546618281722295,0.025069243019521067,0.006800121639458884,0.03701532793526119,0.09734796617661219
